"File Path: C:\Users\Administrator\Desktop\User Data Files\Colgate Group\Paul\Test Run 8 07-3-25 11 21 02 AM\DAQ- Crosshead, … - (Timed).csv   "
"Test: Tensile_2400N"
"Test Run: Test Run 8"
"Date: 7/3/2025 11:18:53 AM"
""
""
"Crosshead ","Load ","Time "
"mm","kN","sec"
"0.00461087347503053","0.00123297214508057","0.100000001490116"
"0.00978064053924754","0.00180939519405365","0.200000002980232"
"0.0147641103467322","0.00192194449901581","0.300000011920929"
"0.0197941535589052","0.0020355920791626","0.400000005960464"
"0.0248707729042508","0.00221915650367737","0.5"
"0.0299473904306069","0.00199621796607971","0.600000023841858"
"0.0349308611475863","0.00198619973659515","0.699999988079071"
"0.0398677548218984","0.00247576689720154","0.800000011920929"
"0.0448512255388778","0.00260020923614502","0.899999976158142"
"0.0498812660225667","0.00231637954711914","1"
"0.0549113101442344","0.0026371443271637","1.10000002384186"
"0.0599413542659022","0.00255977821350098","1.20000004768372"
"0.0648782515781932","0.0026434109210968","1.29999995231628"
"0.0699082956998609","0.00323240947723389","1.39999997615814"
"0.074984913226217","0.00318581771850586","1.5"
"0.0799683839431964","0.00358541798591614","1.60000002384186"
"0.0848587005748414","0.00348744654655457","1.70000004768372"
"0.0898887446965091","0.00312885713577271","1.79999995231628"
"0.0949187888181768","0.00323237895965576","1.89999997615814"
"0.0999488329398446","0.00349907875061035","2"
"0.104978877061512","0.00368185329437256","2.09999990463257"
"0.109869200969115","0.00416422510147095","2.20000004768372"
"0.114852664410137","0.00442357492446899","2.29999995231628"
"0.119929281936493","0.00402977228164673","2.40000009536743"
"0.124959333334118","0.00425565385818481","2.5"
"0.129896230646409","0.00395999622344971","2.59999990463257"
"0.134879694087431","0.00429609680175781","2.70000004768372"
"0.139909738209099","0.00441411828994751","2.79999995231628"
"0.144939782330766","0.00458131742477417","2.90000009536743"
"0.149969826452434","0.00448991823196411","3"
"0.154906723764725","0.00443914365768433","3.09999990463257"
"0.159890187205747","0.0050771017074585","3.20000004768372"
"0.164920231327415","0.00521943950653076","3.29999995231628"
"0.169950275449082","0.00538883066177368","3.40000009536743"
"0.174933738890104","0.0051582932472229","3.5"
"0.179870636202395","0.00529660606384277","3.59999990463257"
"0.184900680324063","0.00562978935241699","3.70000004768372"
"0.18993072444573","0.00527774810791016","3.79999995231628"
"0.194960768567398","0.00550352382659912","3.90000009536743"
"0.199944246560335","0.00593982267379761","4"
"0.20483456319198","0.00612873077392578","4.09999990463257"
"0.209864607313648","0.0060364089012146","4.19999980926514"
"0.214941217564046","0.00599679660797119","4.30000019073486"
"0.219971261685714","0.006056077003479","4.40000009536743"
"0.224908158998005","0.00625988483428955","4.5"
"0.229891636990942","0.00662906312942505","4.59999990463257"
"0.23492168111261","0.00644757699966431","4.69999980926514"
"0.239905144553632","0.00662842082977295","4.80000019073486"
"0.244935188675299","0.00672783374786377","4.90000009536743"
"0.249918666668236","0.00688294696807861","5"
"0.254902115557343","0.0069248046875","5.09999990463257"
"0.259932159679011","0.00670586729049683","5.19999980926514"
"0.264962203800678","0.0072883768081665","5.30000019073486"
"0.269899115664884","0.00763414287567139","5.40000009536743"
"0.27483599842526","0.00725860548019409","5.5"
"0.279866042546928","0.00717782640457153","5.59999990463257"
"0.284942652797326","0.00766986751556397","5.69999980926514"
"0.289972696918994","0.00781762075424194","5.80000019073486"
"0.2949096087832","0.00766215085983276","5.90000009536743"
"0.299893086776137","0.00789956951141358","6"
"0.304876535665244","0.008056471824646","6.09999990463257"
"0.309906579786912","0.00824997997283936","6.19999980926514"
"0.314983219141141","0.00841253662109375","6.30000019073486"
"0.319873535772786","0.00855604839324951","6.40000009536743"
"0.324903579894453","0.00837060165405273","6.5"
"0.329980190144852","0.00870164775848389","6.59999990463257"
"0.334917072905228","0.008799635887146","6.69999980926514"
"0.339947117026895","0.00892580890655518","6.80000019073486"
"0.344930595019832","0.00901206111907959","6.90000009536743"
"0.349867477780208","0.00920878124237061","7"
"0.354944117134437","0.00941618251800537","7.09999990463257"
"0.359974161256105","0.00941549777984619","7.19999980926514"
"0.36491104401648","0.00953769493103027","7.30000019073486"
"0.369847955880687","0.0092683572769165","7.40000009536743"
"0.374924566131085","0.00952476501464844","7.5"
"0.379954610252753","0.00988560199737549","7.59999990463257"
"0.384984654374421","0.00997400188446045","7.69999980926514"
"0.389921537134796","0.0101346788406372","7.80000019073486"
"0.394858448999003","0.01004368019104","7.90000009536743"
"0.39988849312067","0.0107507963180542","8"
"0.404965103371069","0.010575722694397","8.10000038146973"
"0.409948581364006","0.0106051073074341","8.19999980926514"
"0.414932030253112","0.0108789567947388","8.30000019073486"
"0.419868942117319","0.0107651700973511","8.39999961853027"
"0.424945552367717","0.011096417427063","8.5"
"0.429929030360654","0.011184868812561","8.60000038146973"
"0.43486591312103","0.0108967123031616","8.69999980926514"
"0.439895957242697","0.0113065090179443","8.80000019073486"
"0.444926001364365","0.0113900489807129","8.89999961853027"
"0.449956045486033","0.0113716955184937","9"
"0.454986089607701","0.01162682056427","9.10000038146973"
"0.459923001471907","0.0115960807800293","9.19999980926514"
"0.464859884232283","0.0119636220932007","9.30000019073486"
"0.469936494482681","0.0120400657653809","9.39999961853027"
"0.474966538604349","0.0122979679107666","9.5"
"0.479950016597286","0.0123483438491821","9.60000038146973"
"0.484933494590223","0.0126142454147339","9.69999980926514"
"0.489870377350599","0.0125380897521973","9.80000019073486"
"0.494900450576097","0.0125214128494263","9.89999961853027"
"0.499930465593934","0.0128696184158325","10"
"0.504913914483041","0.0134007902145386","10.1000003814697"
"0.509850855451077","0.0133766899108887","10.1999998092651"
"0.514927436597645","0.0133783531188965","10.3000001907349"
"0.519957509823143","0.0132836437225342","10.3999996185303"
"0.52494095871225","0.0136627168655396","10.5"
"0.529924407601357","0.0136735582351685","10.6000003814697"
"0.534861348569393","0.0141396751403809","10.6999998092651"
"0.539937929715961","0.0139975776672363","10.8000001907349"
"0.544968002941459","0.0145357217788696","10.8999996185303"
"0.549951451830566","0.0142369422912598","11"
"0.554888334590942","0.0143684453964233","11.1000003814697"
"0.559871841687709","0.0142556085586548","11.1999998092651"
"0.564901856705546","0.0149140958786011","11.3000001907349"
"0.569978496059775","0.0149259567260742","11.3999996185303"
"0.574915378820151","0.0156412420272827","11.5"
"0.579898827709258","0.0151231594085693","11.6000003814697"
"0.584882334806025","0.0152307968139648","11.6999998092651"
"0.589912349823862","0.0155446939468384","11.8000001907349"
"0.594942423049361","0.0157063226699829","11.8999996185303"
"0.599925871938467","0.0158264617919922","12"
"0.604862754698843","0.0160629768371582","12.1000003814697"
"0.609939394053072","0.0160326175689697","12.1999998092651"
"0.614969409070909","0.0160097770690918","12.3000001907349"
"0.619906350038946","0.0163392200469971","12.3999996185303"
"0.624843232799321","0.0162639579772949","12.5"
"0.629873247817159","0.0164118461608887","12.6000003814697"
"0.634949887171388","0.0167570133209229","12.6999998092651"
"0.639979902189225","0.0171695041656494","12.8000001907349"
"0.644963409285992","0.017427604675293","12.8999996185303"
"0.649853725917637","0.0171023693084717","13"
"0.654837174806744","0.0177901248931885","13.1000003814697"
"0.659913814160973","0.0177745380401611","13.1999998092651"
"0.66494382917881","0.0177517929077148","13.3000001907349"
"0.669927336275578","0.0180180835723877","13.3999996185303"
"0.674864219035953","0.0178249988555908","13.5"
"0.679940858390182","0.0181779270172119","13.6000003814697"
"0.68497087340802","0.0183960514068604","13.6999998092651"
"0.689907756168395","0.0185164108276367","13.8000001907349"
"0.694937829393893","0.0185107440948486","13.8999996185303"
"0.699921278283","0.0185445976257324","14"
"0.704951351508498","0.0185851726531982","14.1000003814697"
"0.710027932655066","0.0190487937927246","14.1999998092651"
"0.714918249286711","0.0194843292236328","14.3000001907349"
"0.719855132047087","0.0195396575927734","14.3999996185303"
"0.724885205272585","0.0196984901428223","14.5"
"0.729961844626814","0.0198918151855469","14.6000003814697"
"0.734991859644651","0.0199602642059326","14.6999998092651"
"0.739928742405027","0.020279146194458","14.8000001907349"
"0.744865683373064","0.0204392337799072","14.8999996185303"
"0.749895698390901","0.0207900142669678","15"
"0.75497233774513","0.0206709823608398","15.1000003814697"
"0.759955786634237","0.0206779956817627","15.1999998092651"
"0.764892669394612","0.0210520248413086","15.3000001907349"
"0.76987617649138","0.020934700012207","15.3999996185303"
"0.774906191509217","0.0213189468383789","15.5"
"0.779936264734715","0.0213493728637695","15.6000003814697"
"0.784919713623822","0.0216144714355469","15.6999998092651"
"0.789903162512928","0.0218276195526123","15.8000001907349"
"0.794933235738426","0.0217753295898437","15.8999996185303"
"0.799963250756264","0.0219417381286621","16"
"0.804946757853031","0.0223640022277832","16.1000003814697"
"0.809883640613407","0.0226220226287842","16.2000007629395"
"0.814820523373783","0.0224849472045898","16.2999992370605"
"0.819897162728012","0.0225198516845703","16.3999996185303"
"0.82497374387458","0.0226607074737549","16.5"
"0.829957250971347","0.0230551414489746","16.6000003814697"
"0.834894133731723","0.0231052570343018","16.7000007629395"
"0.839877582620829","0.0236168994903564","16.7999992370605"
"0.844907655846328","0.0235615425109863","16.8999996185303"
"0.849937670864165","0.0238012676239014","17"
"0.854967744089663","0.0237579746246338","17.1000003814697"
"0.859904626850039","0.0238484268188477","17.2000007629395"
"0.864888075739145","0.0243911933898926","17.2999992370605"
"0.869964715093374","0.0244537162780762","17.3999996185303"
"0.874948163982481","0.0244121322631836","17.5"
"0.879885046742857","0.024667501449585","17.6000003814697"
"0.884868553839624","0.0248542003631592","17.7000007629395"
"0.889898568857461","0.0249385299682617","17.7999992370605"
"0.894928642082959","0.0251201496124268","17.8999996185303"
"0.899958657100797","0.0249932689666748","18"
"0.904895539861172","0.0255378837585449","18.1000003814697"
"0.909832480829209","0.0256579151153564","18.2000007629395"
"0.914955628104508","0.0260017375946045","18.2999992370605"
"0.919985701330006","0.0261155166625977","18.3999996185303"
"0.924969150219113","0.0262262859344482","18.5"
"0.929906091187149","0.026515697479248","18.6000003814697"
"0.934889540076256","0.0264068431854248","18.7000007629395"
"0.939919555094093","0.0268550624847412","18.7999992370605"
"0.944949628319591","0.0269283847808838","18.8999996185303"
"0.949933077208698","0.0270216541290283","19"
"0.954869959969074","0.027488805770874","19.1000003814697"
"0.959900033194572","0.027431095123291","19.2000007629395"
"0.964930048212409","0.0279997673034668","19.2999992370605"
"0.969913555309176","0.0278184204101562","19.3999996185303"
"0.974850438069552","0.0284483489990234","19.5"
"0.979880453087389","0.0283031349182129","19.6000003814697"
"0.984957092441618","0.0284010620117188","19.7000007629395"
"0.989987165667117","0.0288170280456543","19.7999992370605"
"0.994970556348562","0.0287613410949707","19.8999996185303"
"0.999907497316599","0.0297082786560059","20"
"1.00484443828464","0.0294126720428467","20.1000003814697"
"1.00992096122354","0.0293814296722412","20.2000007629395"
"1.01499760057777","0.0295479526519775","20.2999992370605"
"1.01993454154581","0.0295325355529785","20.3999996185303"
"1.02491804864258","0.0298944873809814","20.5"
"1.02990143932402","0.0304997005462646","20.6000003814697"
"1.03493151254952","0.0302910995483398","20.7000007629395"
