"File Path: C:\Users\Administrator\Desktop\User Data Files\Colgate Group\Paul\8_11Testing\Test Run 106 08-11-25 12 29 32 PM\DAQ- Crosshead, … - (Timed).csv   "
"Test: Hysteresis"
"Test Run: Test Run 106"
"Date: 8/11/2025 12:22:08 PM"
""
""
"_Cycle","Crosshead ","Load ","Time ","Cycle Channel "
"_Cycle","mm","kN","sec","count"
"1","0.234875100431964","0.00468996477127075","0.145999997854233","1"
"1","0.245028350036591","0.00538435888290405","0.24600000679493","1"
"1","0.254995276918635","0.00533491086959839","0.345999985933304","1"
"1","0.265008799033239","0.00566517162322998","0.446000009775162","1"
"1","0.275022292044014","0.00571326303482056","0.546000003814697","1"
"1","0.284989248029888","0.0058608889579773","0.646000027656555","1"
"1","0.295049336273223","0.00599034261703491","0.745999991893768","1"
"1","0.304923130897805","0.00578654193878174","0.846000015735626","1"
"1","0.315029785269871","0.00634518241882324","0.945999979972839","1"
"1","0.324996712151915","0.0062745795249939","1.0460000038147","1"
"1","0.33501023426652","0.00647909450531006","1.14600002765656","1"
"1","0.345023756381124","0.00679007625579834","1.24600005149841","1"
"1","0.354990683263168","0.00720478343963623","1.34599995613098","1"
"1","0.365050771506503","0.00720531797409058","1.44599997997284","1"
"1","0.374878000002354","0.00742753219604492","1.5460000038147","1"
"1","0.385077786631882","0.00763026332855225","1.64600002765656","1"
"1","0.394998176489025","0.00784104204177856","1.74600005149841","1"
"1","0.404965103371069","0.00816554450988769","1.84599995613098","1"
"1","0.415025191614404","0.00822164916992187","1.94599997997284","1"
"1","0.424945552367717","0.00841380214691162","2.0460000038147","1"
"1","0.435052206739783","0.00842529296875","2.14599990844727","1"
"1","0.444926001364365","0.00900220966339111","2.24600005149841","1"
"1","0.455032655736431","0.00917316341400146","2.34599995613098","1"
"1","0.464953045593575","0.00935499954223633","2.44600009918213","1"
"1","0.474966538604349","0.00943738746643066","2.5460000038147","1"
"1","0.485026626847684","0.00957527256011963","2.64599990844727","1"
"1","0.494947016704828","0.00971401405334473","2.74600005149841","1"
"1","0.505053671076894","0.0101205911636353","2.84599995613098","1"
"1","0.514974002726376","0.0100267572402954","2.94600009918213","1"
"1","0.525034090969712","0.0104114770889282","3.0460000038147","1"
"1","0.534907914698124","0.0104315958023071","3.14599990844727","1"
"1","0.54501456907019","0.0108465385437012","3.24600005149841","1"
"1","0.555028091184795","0.0106078405380249","3.34599995613098","1"
"1","0.564901856705546","0.0114036512374878","3.44600009918213","1"
"1","0.575101701542735","0.0114277877807617","3.5460000038147","1"
"1","0.584975467063487","0.0115379581451416","3.64599990844727","1"
"1","0.594988989178091","0.0121351490020752","3.74600005149841","1"
"1","0.604955945163965","0.0121757564544678","3.84599995613098","1"
"1","0.615016033407301","0.0126721181869507","3.94600009918213","1"
"1","0.625029497314245","0.0127831335067749","4.0460000038147","1"
"1","0.634949887171388","0.0126059970855713","4.14599990844727","1"
"1","0.645056541543454","0.0133008918762207","4.24599981307983","1"
"1","0.654976931400597","0.0132858018875122","4.34600019454956","1"
"1","0.665037019643933","0.0138488216400146","4.44600009918213","1"
"1","0.674957351293415","0.0138400602340698","4.5460000038147","1"
"1","0.68501743953675","0.0139261178970337","4.64599990844727","1"
"1","0.695030961651355","0.0147131996154785","4.74599981307983","1"
"1","0.704951351508498","0.0143934450149536","4.84600019454956","1"
"1","0.715058005880564","0.014791895866394","4.94600009918213","1"
"1","0.724931771401316","0.0150182266235352","5.0460000038147","1"
"1","0.735038425773382","0.015370343208313","5.14599990844727","1"
"1","0.745005381759256","0.0159680671691895","5.24599981307983","1"
"1","0.754925713408738","0.0161859035491943","5.34600019454956","1"
"1","0.765032425988466","0.0163419322967529","5.44600009918213","1"
"1","0.774952757637948","0.016478702545166","5.5460000038147","1"
"1","0.785059412010014","0.016982328414917","5.64599990844727","1"
"1","0.794933235738426","0.017153902053833","5.74599981307983","1"
"1","0.805039890110493","0.0172397689819336","5.84600019454956","1"
"1","0.815006846096367","0.017492036819458","5.94600009918213","1"
"1","0.82497374387458","0.0178239517211914","6.0460000038147","1"
"1","0.834987265989184","0.0184630279541016","6.14599990844727","1"
"1","0.844954221975058","0.0186816787719727","6.24599981307983","1"
"1","0.855060876347125","0.0185633583068848","6.34600019454956","1"
"1","0.864934641867876","0.0191222114562988","6.44600009918213","1"
"1","0.875041354447603","0.0195423030853271","6.5460000038147","1"
"1","0.884961686097085","0.0196069469451904","6.64599990844727","1"
"1","0.89497520821169","0.0204034614562988","6.74599981307983","1"
"1","0.905035296455026","0.0206485176086426","6.84600019454956","1"
"1","0.914909061975777","0.0210979175567627","6.94600009918213","1"
"1","0.925062340684235","0.0212973899841309","7.0460000038147","1"
"1","0.934982672333717","0.0214854717254639","7.14599990844727","1"
"1","0.944996194448322","0.0219829292297363","7.24599981307983","1"
"1","0.955009716562927","0.0222729530334473","7.34600019454956","1"
"1","0.964976672548801","0.022506950378418","7.44600009918213","1"
"1","0.974990136455745","0.0229225196838379","7.5460000038147","1"
"1","0.984910526312888","0.0233454818725586","7.64599990844727","1"
"1","0.995063805021346","0.0240030364990234","7.74599981307983","1"
"1","1.0049375705421","0.0241604480743408","7.84600019454956","1"
"1","1.01499760057777","0.0242363910675049","7.94600009918213","1"
"1","1.02496461477131","0.0246770324707031","8.04599952697754","1"
"1","1.03502464480698","0.0251065425872803","8.14599990844727","1"
"1","1.04499165900052","0.0257911472320557","8.24600028991699","1"
"1","1.05491199065","0.0259589252471924","8.3459997177124","1"
"1","1.06506515294313","0.026290843963623","8.44600009918213","1"
"1","1.07493903487921","0.0269131565093994","8.54599952697754","1"
"1","1.08504563104361","0.0269994430541992","8.64599990844727","1"
"1","1.09501264523715","0.0275781879425049","8.74600028991699","1"
"1","1.10493297688663","0.0281620006561279","8.8459997177124","1"
"1","1.11503957305104","0.0283328952789307","8.94600009918213","1"
"1","1.12496002111584","0.0288359699249268","9.04599952697754","1"
"1","1.13502005115151","0.0292186889648437","9.14599990844727","1"
"1","1.144940382801","0.0301856803894043","9.24600028991699","1"
"1","1.15500052925199","0.0302786312103271","9.3459997177124","1"
"1","1.16501399315894","0.0306164360046387","9.44600009918213","1"
"1","1.17493444122374","0.0311033687591553","9.54599952697754","1"
"1","1.18504103738815","0.0312761077880859","9.64599990844727","1"
"1","1.19496136903763","0.0318745441436768","9.74600028991699","1"
"1","1.20502151548862","0.0323014373779297","9.8459997177124","1"
"1","1.21494184713811","0.0324493064880371","9.94600009918213","1"
"1","1.2250019935891","0.0328377113342285","10.0459995269775","1"
"1","1.23496889136732","0.0337022247314453","10.1459999084473","1"
"1","1.24498247168958","0.0339127655029297","10.246000289917","1"
"1","1.25504250172526","0.0343580665588379","10.3459997177124","1"
"1","1.26491626724601","0.0350627937316895","10.4460000991821","1"
"1","1.27506954595447","0.0352475280761719","10.5459995269775","1"
"1","1.28494331147522","0.0357231216430664","10.6459999084473","1"
"1","1.29495689179748","0.0360626945495605","10.746000289917","1"
"1","1.30501692183316","0.0367837257385254","10.8459997177124","1"
"1","1.31498381961137","0.0369342765808105","10.9460000991821","1"
